Ticker,Bloomberg,MySQL,Name_kor,Name,Sector_kor,Sector,Industry_Group,Industry,Sub_Industry,Description
NAUT,NAUT UW,NAUT_UW,노틸러스 바이오테크놀러지,"Nautilus Biotechnology, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Nautilus Biotechnology, Inc. operates as a life sciences company. The Company develops a proteomics platform to enable fundamental advancements across biomedical research and drug discovery. Nautilus Biotechnology focuses on patients and healthcare professionals worldwide."
NAVI,NAVI UW,NAVI_UW,나비엔트,Navient Corp,금융,Financials,Financial Services,Consumer Finance,Consumer Finance,Navient Corporation is a finance company. The Company provides technology-enabled education finance and business processing solutions that simplify complex programs for clients. Navient operates in the United States.
NBHC,NBHC UN,NBHC_UN,내셔널 뱅크 홀딩스,National Bank Holdings Corp,금융,Financials,Banks,Banks,Regional Banks,"National Bank Holdings Corporation operates as a bank holding company. The Company, through its subsidiaries, provides services through community banking franchises serving the needs of retail and business customers."
NBN,NBN UQ,NBN_UQ,노스이스트 뱅크,Northeast Bancorp,금융,Financials,Banks,Banks,Regional Banks,"Northeast Bank operates as a full-service bank. The Bank offers mortgages, loans, debit cards, lending, cash management, refinance debt, and online banking services. Northeast Bank serves customers throughout the United States."
NBR,NBR UN,NBR_UN,네이보스 인더스트리스,Nabors Industries Ltd,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,"Nabors Industries Ltd., is a land drilling contractor, and also performs well servicing and workovers. The Company conducts oil, gas, and geothermal land drilling operations. Nabors well-site services include oilfield management, well logging, and other support services."
NBTB,NBTB UW,NBTB_UW,NBT 뱅코프,NBT Bancorp Inc,금융,Financials,Banks,Banks,Regional Banks,"NBT Bancorp, Inc. is a banking holding company. The Company, through its Banking subsidiaries, operates branches in New York and Pennsylvania and provides a full range of retail and commercial banking services, as well as trust and investment services for individuals and businesses."
NC,NC UN,NC_UN,나코 인더스트리스,Nacco Industries Inc Class A,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,"NACCO Industries, Inc. operates as a holding company. The Company, through is subsidiaries, mines coal for use in power generation. NACCO Industries serves customers in North America."
NDLS,NDLS UW,NDLS_UW,누들스 앤 코,Noodles Class A,임의소비재,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,"Noodles & Company operates a chain of restaurants. The Company offers noodles, pastas, salads, soups, sandwiches, cheese, meatballs, and beverages. Noodles serves customers in the United States."
NE,NE UN,NE_UN,노블,Noble Corporation plc,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,Noble Corporation plc is an offshore drilling contractor for the oil and gas industry. The Company offers contract drilling services with focused largely on ultra-deepwater and high-specification jackup drilling in both established and emerging regions. Noble serves clients worldwide.
NEO,NEO UR,NEO_UR,네오지노믹스,Neogenomics Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"NeoGenomics, Inc. operates a network of clinical laboratories that specializes in cancer genetics diagnostic testing services. The Company's services include cytogenetics, fluorescence in-situhybridization (FISH), flow cytometry, morphology, anatomic pathology, and molecular genetic testing. NeoGenomics serves pathologists, oncologists, urologists, and hospitals."
NEOG,NEOG UW,NEOG_UW,니오젠,Neogen Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,"Neogen Corporation provides a comprehensive range of solutions and services for the food processing, animal protein, and agriculture industries. The Company's diagnostic products are used by food and animal producers to test for foodborne bacteria, food allergen, natural toxins, drug and chemical residues, plant diseases, and quality assurance. Neogen serves customers globally."
NETI,NETI UN,NETI_UN,에네티,Eneti Inc.,산업재,Industrials,Transportation,Marine Transportation,Marine Transportation,Eneti Inc. is a renewable energy company. The Company focuses on the construction of offshore wind farms on the US continental shelf and around the world. Eneti has ordered the next generation of wind turbine installation vessels (WTIVs) which it will own and operate. Eneti serves offshore wind farm developers and integrated energy companies.
NEX,NEX UN,NEX_UN,넥스티어 오일필드 솔루션스,NexTier Oilfield Solutions,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,"Nextier Oilfield Solutions Inc. provides oilfield services. The Company offers drilling and other related solutions such as developing, delivering, management, and engineering activities. Nextier Oilfield Solutions serves customers  in the United States."
NEXT,NEXT UR,NEXT_UR,넥스트데케이드,Nextdecade Corporation,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,"NextDecade Corporation is a liquefied natural gas (LNG) development company focused on LNG export projects and associated pipelines, including solutions linking Permian Basin associated gas to the global LNG market.The Company is developing the Rio Grande LNG project in the Port of Brownsville, Texas."
NFBK,NFBK UW,NFBK_UW,노스필드 뱅코프,Northfield Bancorp Inc,금융,Financials,Banks,Banks,Regional Banks,"Northfield Bancorp, Inc. is the holding company of Northfield Bank. The Bank attracts deposits and offers credit and other banking services."
NG,NG UA,NG_UA,노바골드 리소시스,Novagold Resources Inc.,소재,Materials,Materials,Metals & Mining,Gold,"NOVAGOLD RESOURCES INC. is a mineral exploration company. The Company, through its subsidiaries, explores and develops mineral properties in North America. NovaGold primarily focuses on gold properties, which may include copper, silver and zinc resources."
NGM,NGM UW,NGM_UW,NGM 바이오파마슈티컬스,"NGM Biopharmaceuticals, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"NGM Biopharmaceuticals, Inc. operates as a clinical-stage biopharmaceutical company. The Company focuses on developing novel therapeutics based on scientific understanding of key biological pathways underlying cardio-metabolic, liver, oncologic, and ophthalmic diseases. NGM Biopharmaceuticals serves medical industry in the United States."
NGMS,NGMS UQ,NGMS_UQ,네오게임즈,NeoGames S.A.,임의소비재,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"NeoGames S.A. is a B2G and B2B technology and service provider to state lotteries and other lottery operators. The Company offers a full-service solution that includes all of the elements required for the offering of lottery games including instants and DBGs via personal computers, smartphones, and handheld devices."
NGVC,NGVC UN,NGVC_UN,내추럴 그로서즈 바이 바이타민 코티지,Natural Grocers By Vitamin Cottage,필수소비재,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,"Natural Grocers by Vitamin Cottage, Inc. operates as a grocery store. The Company provides health care foods, vitamins, and supplements including allergy, amino acids, anti oxidants, beverages, medical, cleansing and clearance, weight loss, electrolytes, energy, cosmetics, natural, minerals, pain relief, and aloe products."
NGVT,NGVT UN,NGVT_UN,인제비티,Ingevity Corp,소재,Materials,Materials,Chemicals,Specialty Chemicals,"Ingevity Corporation manufactures specialty chemicals. The Company offers adhesives, inks, soaps, detergents, agricultural chemicals, metalworking fluids, and lubricants. Ingevity markets its products worldwide."
NHC,NHC UA,NHC_UA,내셔널 헬스케어,National Healthcare Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,"National Healthcare Corporation operates long-term health care centers. The Company also operates homecare programs, independent living, and assisted living centers. National Healthcare's other services include managed care specialty medical units, Alzheimer's units, and a rehabilitation."
NHI,NHI UN,NHI_UN,내셔널 헬스 인베스터스,"National Health Investors, Inc",부동산,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs,"National Health Investors, Inc. invests in income producing health care properties primarily via property ownership and providing mortgage financing. It's major assets are in the long term care industry followed by investments in acute care hospitals, medical office buildings, assisted living facilities, retirement centers, and projects for the developmentally disabled."
NIC,NIC UN,NIC_UN,니콜렛 뱅크셰어스,Nicolet Bankshares Inc.,금융,Financials,Banks,Banks,Regional Banks,"Nicolet Bankshares, Inc. operates as a bank holding company. The Bank offers various commercial banking services in northeastern Wisconsin and the Upper Peninsula of Michigan. Nicolet Bankshares offers home lending, checking accounts, online banking, and retirement planning services."
NJR,NJR UN,NJR_UN,뉴저지 리소시스,New Jersey Resources Corp,유틸리티,Utilities,Utilities,Gas Utilities,Gas Utilities,"New Jersey Resources Corporation provides retail and wholesale energy services. The Company's principal subsidiary, New Jersey Natural Gas Co., is a local distribution company serving customers in central and northern New Jersey."
NKLA,NKLA UW,NKLA_UW,니콜라,Nikola Corporation,산업재,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,"Nikola Corporation manufactures commercial vehicles. The Company provides battery and hydrogen fuel-cell electric vehicles, drivetrains, components, energy storage systems, fueling station infrastructure, and other transportation solutions. Nikola serves customers worldwide."
NKTR,NKTR UW,NKTR_UW,넥타 테라퓨틱스,Nektar Therapeutics,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Nektar Therapeutics is a biopharmaceutical company. The Company focuses on investigational drugs in oncology, immunology, and virology, as well as a portfolio of approved partnered medicines. Nektar Therapeutics operates in the United States and India."
NKTX,NKTX UW,NKTX_UW,엔카르타,"Nkarta, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Nkarta, Inc. operates as a biotech company. The Company develops and discovers therapies for immune systems and cancer indications. Nkarta serves patients in the State of California."
NL,NL UN,NL_UN,NL 인더스트리,Nl Industries Inc,산업재,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies,"NL Industries, Inc. is primarily a holding company. The Company, through its subsidiaries, manufactures products that include security products, precision ball bearing slides, and ergonomic computer support systems, as well as chemicals such as titanium dioxide pigments."
NMIH,NMIH UQ,NMIH_UQ,NMI 홀딩스,NMI Holdings Inc,금융,Financials,Financial Services,Financial Services,Commercial & Residential Mortg,"NMI Holdings, Inc. was created to build a private mortgage insurer delivering high quality customer service and strong investor results. The Company intends to offer mortgage insurance on a national basis after receipt of the requisite approval from Fannie Mae or Freddie Mac."
NMRK,NMRK UW,NMRK_UW,뉴마크 그룹,Newmark Group Inc. Class A,부동산,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services,"Newmark Group, Inc. operates as a commercial real estate advisory firm. The Company offers a full suite of services and products which includes investment sales, debt and structured finance and loan sales, agency leasing, property management, valuation and advisory, and loan servicing. Newmark Group serves customers in the United States."
NN,NN UR,NN_UR,넥스트나브,NextNav Inc.,테크놀로지,Information Technology,Software & Services,Software,Application Software,"NextNav Inc. provides geolocation technology solutions. The Company offers geolocation technologies that enables ecosystem of location-based applications and services through a dedicated, terrestrial network. NextNav serves customers worldwide."
NNI,NNI UN,NNI_UN,넬넷,Nelnet Inc Class A,금융,Financials,Financial Services,Consumer Finance,Consumer Finance,"Nelnet, Inc. operates as a consumer finance company that provides products and services to participants in the education finance process. The Company originates, holds, and services education loans and offers a broad range of financial services and technology-based products, including student loan origination and lending, student loan, and guarantee services."
NNOX,NNOX UQ,NNOX_UQ,나노-엑스이미징,Nano-X Imaging Ltd.,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Nano-X Imaging Ltd operates as a medical imaging technology company. The Company offers cloud-based image analysis, online diagnosis, and billing services. Nano-X Imaging serves governments, hospitals, and clinic chains in Israel."
NODK,NODK UR,NODK_UR,NI 홀딩스,Ni Holdings Inc,금융,Financials,Insurance,Insurance,Property & Casualty Insurance,"NI Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides property and casualty insurance products and services, as well as retirement funding, estate strategies, education planning, and annuities. NI Holdings serves customers throughout the United States."
NOG,NOG UN,NOG_UN,노던 오일 & 가스,Northern Oil And Gas Inc,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Northern Oil and Gas, Inc. is an oil and gas exploration and production company. The Company produces petroleum products. Northern Oil and Gas is currently focused on the Rocky Mountain regions of the United States."
NOTV,NOTV UR,NOTV_UR,이노티브,"Inotiv, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Inotiv, Inc. operates as a contract research organization providing research and development resources. The Company sells its services to pharmaceutical, medical device, and biotechnology companies around the world."
NOVA,NOVA UN,NOVA_UN,선노바 에너지 인터내셔널,Sunnova Energy International Inc.,유틸리티,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,"Sunnova Energy International Inc. provides renewable energy solutions. The Company offers solar battery storage units, as well as maintenance, monitoring, and management services. Sunnova Energy International serves customers in the United States and Northern Mariana Islands."
NOVT,NOVT UW,NOVT_UW,노밴타,Novanta Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Novanta, Inc. designs, develops, manufactures, and sells precision photonics and motion control components and subsystems. The Company offers its products to original equipment manufactures in the medical equipment and advanced industrial technology markets."
NPK,NPK UN,NPK_UN,048830,National Presto Industries Inc,산업재,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"National Presto Industries, Inc. is a diversified manufacturing company. The Company manufactures defense products, housewares and small appliances, and absorbent products. National's products include precision mechanical and electro-mechanical products for the U.S. Department of Defense, pressure cookers and canners, and private label diapers."
NPO,NPO UN,NPO_UN,엔프로 인더스트리스,Enpro Industries Inc,산업재,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"EnPro Industries, Inc. designs, develops, manufactures, and markets proprietary engineered industrial products. The Company offers sealing, metal polymer bearing, air compressor systems, and vacuum pumps, as well as diesel and natural gas engines and specialized tooling. EnPro Industries markets its products worldwide."
NR,NR UN,NR_UN,뉴파크 리소시즈,Newpark Resources Inc,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,"Newpark Resources, Inc. provides environmental services to the oil and gas exploration and production industry, primarily in the Gulf Coast market. The Company offers processing and disposal of oilfield exploration and production waste and drilling fluids, along with associated engineering and technical services, and fluids processing and recycling services at the rig site."
NRC,NRC UW,NRC_UW,내셔널 리서치,National Research Corporation,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"National Research Corporation provides ongoing survey-based performance measurement, analysis, and tracking services to the healthcare industry. The Company addresses the need of healthcare providers and payers to measure the care outcomes, specifically satisfaction, and health status of patients and members."
NRDS,NRDS UQ,NRDS_UQ,너드월렛,"NerdWallet, Inc",금융,Financials,Financial Services,Consumer Finance,Consumer Finance,"NerdWallet, Inc. provides financial services. The Company offers loans, banking, mortgage, insurance, education, mutual fund, and credit card related products."
NRDY,NRDY UN,NRDY_UN,너디,Nerdy Inc. Class A,임의소비재,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,"Nerdy Inc. provides platform for live online learning. The Company offers purpose-built proprietary platform that leverages technology, including AI, to connect learners of all ages to experts, delivering superior value on both sides of the network. Nerdy serves students worldwide."
NREF,NREF UN,NREF_UN,넥스포인트 리얼 에스테이트 파이낸스,"NexPoint Real Estate Finance, Inc.",금융,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"Nexpoint Real Estate Finance, Inc. operates as a commercial real estate finance company. The Company invests in multi-family and single-family home, self-storage, hospitality, and office sectors. Nexpoint Real Estate Finance serves customers in the United States."
NRGV,NRGV UN,NRGV_UN,에너지 볼트 홀딩스,"Energy Vault Holdings, Inc.",산업재,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,"Energy Vault Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, designs and develops gravity and kinetic energy based, long-duration energy storage products. Energy Vault Holdings serves customers worldwide."
NRIX,NRIX UQ,NRIX_UQ,누릭스 테라퓨틱스,"Nurix Therapeutics, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Nurix Therapeutics, Inc. operates as a biopharmaceutical company. The Company develops novel therapies for patients who do not have adequate treatment options by controlling protein levels in cells as a new treatment approach for a broad range of diseases. Nurix Therapeutics serves patients in the State of California."
NSIT,NSIT UW,NSIT_UW,인사이트 엔터프라이지즈,Insight Enterprises Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors,"Insight Enterprises, Inc. offers information technology hardware, software, and services to large enterprises, small to medium sized businesses, and public sector institutions in North America, Europe, the Middle East, Africa, and Asia-Pacific."
NSP,NSP UN,NSP_UN,인스페리티,Insperity Inc,산업재,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,"Insperity, Inc. provides human resources and business optimization services. The Company offers recruiting, employment screening, retirement, business insurance, and technology services. Insperity also provides performance and expense management, time and attendance, and organizational planning software."
NSSC,NSSC UW,NSSC_UW,냅코 시큐리티 테크놀로지스,Napco Security Technologies Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Napco Security Technologies, Inc. manufactures electronic security devices, fire detection products, access control systems, and digital lock equipment used in residential, commercial, institutional, and industrial installations.  The Company sells its products through a worldwide network of wholesale distributors."
NSTG,NSTG UQ,NSTG_UQ,나노스트링 테크놀로지스,Nanostring Technologies Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"NanoString Technologies, Inc. develops solutions and life science tools for translational research and molecular diagnostics. The Company offers profiling technology for gene transcripts and copy number variations. NanoString technology serves customers in the United States."
NTB,NTB UN,NTB_UN,뱅크 오브 N T 버터필드&선,Bank Of Nt Butterfield & Son Ltd,금융,Financials,Banks,Banks,Diversified Banks,"The Bank of N.T. Butterfield & Son Limited operates as a full service community bank and a provider of specialized international  financial services. The Company offers banking products and services, including savings accounts, fixed term deposits, personal and business loans, mortgages, insurance, credit cards, wealth management, corporate banking, treasury, and trust and estate services."
NTCT,NTCT UW,NTCT_UW,네트스카우트 시스템즈,Netscout Systems Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"NetScout Systems, Inc. designs, develops, manufactures, markets, and supports a family of products that enable businesses and service providers to manage the performance of computer networks and business software applications. The Company offers application flow management solution consists of data collection devices and analysis and presentation software."
NTGR,NTGR UW,NTGR_UW,넷기어,Netgear Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"NETGEAR, Inc. operates as a computer networking company. The Company offers wifi routers, cable modems, extenders, USB adapters, switches, powerline, digital canvas, and other networking products. NETGEAR serves consumers, businesses, and service providers worldwide."
NTLA,NTLA UQ,NTLA_UQ,인텔리아 테라퓨틱스,Intellia Therapeutics Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Intellia Therapeutics, Inc. operates as a biotechnology company. The Company focuses on the research and clinical development of gene editing therapies for patients with genetically-based diseases."
NTST,NTST UN,NTST_UN,넷스트리트,NetSTREIT Corp.,부동산,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,"NetSTREIT Corp. is a Real Estate Investment Trust (REIT) based in Dallas, Texas. The Company specializes in acquiring single-tenant net lease retail properties nationwide. NetSTREIT operates in the United States."
NUS,NUS UN,NUS_UN,뉴스킨 엔터프라이즈,Nu Skin Enterprises Inc,필수소비재,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products,"Nu Skin Enterprises, Inc. is a global integrated beauty and wellness company. The Company distributes personal care products and nutritional supplements. The Company markets its products in the Americas, Europe, and the Asia Pacific region. Nu Skin Enterprises provides marketing and distribution of technology-based products through Big Planet, Inc."
NUTX,NUTX UR,NUTX_UR,뉴텍스 헬스,Nutex Health Inc.,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Nutex Health Inc. operates as a technology-enabled health management company. The Company provides management, administrative, and other support services to hospitals and physician groups. Nutex Health serves customers in the United States."
NUVA,NUVA UW,NUVA_UW,누베이시브,Nuvasive Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"NuVasive, Inc. designs, develops, and markets products for the surgical treatment of spine disorders. The Company offers maximum access surgery (MAS) and fusion products. NuVasive markets its products globally."
NUVB,NUVB UN,NUVB_UN,누베이션 바이오,Nuvation Bio Inc. Class A,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,Nuvation Bio Inc. operates as a bio-pharmaceutical company. The Company focuses on developing oncology medicines that will improve patient lives by addressing drug resistance. Nuvation Bio serves patients worldwide.
NUVL,NUVL UW,NUVL_UW,뉴베일런트,"Nuvalent, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Nuvalent, Inc. operates as a biotechnology company. The Company specializes in small molecule therapeutics for patients with cancer problems as well as provides testing services. Nuvalent serves customers worldwide."
NVEE,NVEE UW,NVEE_UW,NV5 글로벌,Nv5 Global Inc,산업재,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,"NV5 Global, Inc. provides professional and technical engineering and consulting services. The Company offers planning, design, consulting, inspection, field supervision, and management oversight. NV5 Global serves the construction, real estate, and environmental industries."
NVRO,NVRO UN,NVRO_UN,네브로,Nevro Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,Nevro Corp. operates as a medical device company focused on providing products for patients suffering from debilitating chronic pain. The Company develops and commercializes a spinal cord stimulation system for the treatment of chronic pain. Nevro markets its products worldwide.
NVTA,NVTA UN,NVTA_UN,인비테,Invitae Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Invitae Corporation operates as a genetic information company. The Company specializes in providing information for genetic diagnostics, preimplantation, oncology, pediatrics, cardiology, pathology, and carrier screening for inherited disorders, miscarriage analysis, and hereditary cancer. Invitae serves customers globally."
NWBI,NWBI UW,NWBI_UW,노스웨스트 뱅크셰어즈,Northwest Bancshares Inc,금융,Financials,Banks,Banks,Regional Banks,"Northwest Bancshares, Inc. is a bank holding company. The Company's banking subsidiary provides a wide range of banking products and services, including deposit and savings accounts, loans, cash management services, and mobile banking."
NWE,NWE UW,NWE_UW,노스웨스턴,Northwestern Corp,유틸리티,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"NorthWestern Corporation, doing business as NorthWestern Energy, provides electricity and natural gas in the Upper Midwest and Northwest. The Company serves customers in Montana, South Dakota, and Nebraska."
NWLI,NWLI UW,NWLI_UW,내셔널 웨스턴 라이프 그룹,National Western Life Group Inc Class A,금융,Financials,Insurance,Insurance,Life & Health Insurance,"National Western Life Group, Inc. operates as a life insurance company. The Company offers life and term life insurance products. National Western Life Group serves customers in the United States."
NWN,NWN UN,NWN_UN,노스웨스트 내추럴 홀딩,Northwest Natural Gas,유틸리티,Utilities,Utilities,Gas Utilities,Gas Utilities,"Northwest Natural Holding Company operates as a holding company. The Company, through its subsidiaries, builds and maintains natural gas distribution system, as well as invests in natural gas pipeline projects. Northwest Natural Holding serves residential, commercial, and industrial customers in the United States, Canada, and Service Territory."
NWPX,NWPX UW,NWPX_UW,노스웨스트 파이프,Northwest Pipe,산업재,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,"Northwest Pipe Company manufactures and markets welded steel pipe.  The Company makes large diameter, high pressure steel pipe products used for water transmission.  Northwest Pipe also makes smaller diameter, electric resistance welded pipe for a wide range of construction, energy, agricultural, industrial, and mechanical applications."
NX,NX UN,NX_UN,콰넥스 빌딩 프로덕츠,Quanex Building Products Corp,산업재,Industrials,Capital Goods,Building Products,Building Products,Quanex Building Products Corporation operates as an industry-leading manufacturer of components sold to Original Equipment Manufacturers (OEMs) in the building products industry. Quanex designs and produces energy-efficient fenestration products in addition to kitchen and bath cabinet components.
NXGN,NXGN UW,NXGN_UW,넥스트젠 헬스케어,Nextgen Healthcare Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"NextGen Healthcare, Inc. develops and markets healthcare information systems. The Company's systems automate medical group practices, physical hospitals, management service organizations, community health centers, and dental schools. NextGen Healthcare offers its services throughout the United States."
NXRT,NXRT UN,NXRT_UN,넥스포인트 레지덴셜 트러스트,"NexPoint Residential Trust, Inc",부동산,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs,"NexPoint Residential Trust, Inc. operates as a real estate investment trust. The Company acquires, owns, and operates middle-income multifamily properties with value-add potential throughout the Southeastern and Southwestern United States."
NXT,NXT UW,NXT_UW,넥스트래커,NEXTracker Inc.,산업재,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,"Nextracker, Inc. designs and develops measuring machines. The Company offers integrated solar tracker and software solutions used in utility-scale and ground-mounted distributed generation solar projects. Nextracker serves customers worldwide."
NYMT,NYMT UW,NYMT_UW,뉴욕 모기지 트러스트,New York Mortgage Trust Inc,금융,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"New York Mortgage Trust, Inc. operates as a real estate investment trust that acquires and manages primarily real estate related assets. The Company owns assets include agency and non-agency mortgage-backed securities, high credit quality residential adjustable rate mortgage loans, commercial mortgage, and other financial assets."
OABI,OABI UQ,OABI_UQ,옴니AB,"OmniAb, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"OmniAb, Inc. operates as a biotech company. The Company develops therapeutic antibody discovery platform that provides pharmaceutical industry partners access to diverse antibody repertoires and high-throughput screening technologies to enable discovery of next-generation therapeutics. OmniAb serves biopharmaceutical companies and research institutions worldwide."
OB,OB UW,OB_UW,아웃브레인,Outbrain Inc.,통신서비스,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Outbrain Inc. provides software solutions. The Company offers recommendation platform which connects with consumers discovering content on the open web. Outbrain serves clients worldwide.
OBK,OBK UN,OBK_UN,오리진 뱅코프,Origin Bancorp Inc,금융,Financials,Banks,Banks,Regional Banks,"Origin Bancorp, Inc. operates as a bank holding company. The Company, through its subsidiaries, offers banking products and services such as savings accounts, debit and credit cards, business and personal loans, mortgages, cash management, line of credit, online banking, and e-statements. Origin Bancorp serves customers in the States of Louisiana, Mississippi, and Texas."
OCFC,OCFC UW,OCFC_UW,오션퍼스트 파이낸셜,Oceanfirst Financial Corp,금융,Financials,Banks,Banks,Regional Banks,"OceanFirst Financial Corp. is the holding company for OceanFirst Bank. The Bank is a federally-chartered stock savings bank that provides primarily single family residential mortgage loans and invests in mortgage-backed and other securities. OceanFirst operates branches principally in Ocean County, New Jersey."
OCGN,OCGN UR,OCGN_UR,오큐젠,"Ocugen, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Ocugen, Inc. operates as a clinical stage biopharmaceutical company. The Company offers products for improving the body's ability to regenerate healthy cartilage, joint function, and prevention of degenerative diseases. Ocugen serves patients and orthopedist throughout the United States."
OCTO,OCTO UR,OCTO_UR,크립타이드,Eightco Holdings Inc.,소재,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,"Eightco Holdings Inc. operates as a holding company. The Company, through its subsidiaries, offers inventory management platform for e-commerce sellers and manufacturing and logistical solutions for product and packaging needs. Eightco Holdings serves customers worldwide."
OCUL,OCUL UQ,OCUL_UQ,오큘라 테라퓨틱스,Ocular Therapeutix Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Ocular Therapeutix, Inc. develops and markets eye care products. The Company offers ophthalmic therapeutic products using its proprietary hydrogel technology to address unmet and underserved needs in ophthalmology. Ocular Therapeutix serves customers worldwide."
ODP,ODP UW,ODP_UW,오피스디포 (ODP),Office Depot Inc,임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,"The ODP Corporation is a holding company which operates in the USA. Its subsidiaries include The Office Depot Inc, which operates a chain of office product warehouse stores in North America, Europe, Asia, and Central America. The Company sells branded merchandise and provides business services primarily to small and medium-sized businesses and the home office market."
