ranking,sector,kospi_ticker,russell_ticker,corr_w_sum,corr_px,corr_r,corr_r**0.5
318,Information Technology,000990 KS,LRCX UW,1.276182548,0.931832809,0.118576743,0.344349739
319,Financials,105560 KS,HBCP UW,1.276132901,0.831087515,0.198065396,0.445045387
320,Information Technology,000660 KS,KLAC UW,1.276052035,0.794203659,0.232177858,0.481848376
321,Information Technology,000990 KS,KLAC UW,1.27593157,0.923091083,0.124496409,0.352840486
322,Information Technology,005930 KS,FIVN UQ,1.275844797,0.893219884,0.146401824,0.382624913
323,Information Technology,000990 KS,MPWR UW,1.275785209,0.924211033,0.123604401,0.351574175
324,Financials,055550 KS,HAFC UW,1.275590195,0.78736677,0.238362113,0.488223425
325,Financials,088350 KS,SPNT UN,1.274885781,0.859463519,0.172575656,0.415422262
326,Information Technology,000990 KS,AMAT UW,1.274860312,0.932441089,0.117250924,0.342419223
327,Information Technology,006400 KS,ENPH UQ,1.274714416,0.919426116,0.126229776,0.3552883
328,Information Technology,000990 KS,MRVL UW,1.274624994,0.923121138,0.123554961,0.351503856
329,Information Technology,006400 KS,BR UN,1.274502159,0.885273779,0.151498732,0.38922838
330,Information Technology,006400 KS,FICO UN,1.274323429,0.903903721,0.137210759,0.370419707
331,Information Technology,000660 KS,APH UN,1.27429369,0.850588605,0.179525999,0.423705085
332,Information Technology,005930 KS,EPAM UN,1.274179033,0.848617749,0.181102406,0.425561283
333,Information Technology,009150 KS,SSNC UW,1.274142812,0.916623872,0.127819793,0.35751894
334,Materials,011790 KS,SHW UN,1.274082684,0.92614188,0.121062803,0.347940804
335,Financials,032830 KS,BFH UN,1.273851732,0.888275079,0.148669356,0.385576653
336,Information Technology,000660 KS,AVGO UW,1.273515366,0.816311169,0.209035678,0.457204197
337,Financials,316140 KS,PRU UN,1.273300565,0.757046931,0.266517815,0.516253634
338,Financials,086790 KS,BAC UN,1.273295728,0.736434979,0.288219464,0.536860749
339,Financials,138930 KS,BFH UN,1.272617433,0.823302409,0.201883991,0.449315024
340,Information Technology,000660 KS,TDY UN,1.272459762,0.885768587,0.149530064,0.386691174
341,Information Technology,000660 KS,NOVT UW,1.272087988,0.867476788,0.163710223,0.4046112
342,Financials,175330 KS,SF UN,1.271951306,0.798901464,0.223776153,0.473049842
343,Information Technology,006400 KS,SNX UN,1.271710336,0.89987949,0.138258178,0.371830846
344,Financials,071050 KS,TROW UW,1.27144004,0.762370718,0.259151574,0.509069322
345,Information Technology,005930 KS,WK UN,1.271274489,0.8652775,0.164833555,0.405996989
346,Information Technology,005930 KS,TTEC UW,1.271267397,0.86438925,0.165549827,0.406878147
347,Information Technology,009150 KS,LFUS UW,1.271233324,0.894106625,0.142224548,0.3771267
348,Information Technology,000660 KS,MPWR UW,1.271100099,0.795080799,0.226594374,0.4760193
349,Industrials,010620 KS,VMI UN,1.271071305,0.85450764,0.173525287,0.416563665
350,Financials,055550 KS,BGCP UW,1.270683299,0.846134497,0.180241685,0.424548801
351,Materials,005490 KS,HUN UN,1.270625522,0.740965911,0.280539303,0.52965961
352,Information Technology,000660 KS,HPQ UN,1.270527319,0.849718283,0.177080245,0.420809036
353,Materials,014680 KS,LPX UN,1.270494809,0.92632048,0.118455969,0.344174329
354,Communication Services,035720 KS,CHTR UW,1.270392051,0.861124315,0.16750008,0.409267737
355,Information Technology,000660 KS,ZBRA UW,1.270347752,0.874819005,0.15644299,0.395528747
356,Financials,039490 KS,BLK UN,1.270263853,0.779774354,0.240579949,0.4904895
357,Information Technology,006400 KS,PLXS UW,1.270205852,0.921066738,0.121898121,0.349139115
358,Information Technology,000660 KS,MSFT UW,1.270171155,0.842327941,0.183049816,0.427843214
359,Information Technology,006400 KS,ANET UN,1.269997785,0.86038987,0.167778644,0.409607915
360,Financials,086790 KS,PB UN,1.269959093,0.773889006,0.246085531,0.496070087
361,Financials,105560 KS,HBNC UW,1.269643484,0.803694808,0.217108168,0.465948676
362,Information Technology,006400 KS,DLB UN,1.269528599,0.879390978,0.152207363,0.390137621
363,Information Technology,006400 KS,FIVN UQ,1.269462214,0.853838681,0.172742921,0.415623532
364,Communication Services,035420 KS,TTGT UQ,1.269386826,0.895144561,0.140057272,0.374242264
365,Information Technology,000660 KS,ROP UN,1.269248213,0.87801836,0.153060798,0.391229853
366,Communication Services,035420 KS,LBRDA UW,1.268844276,0.879875265,0.151296891,0.388969011
367,Information Technology,000660 KS,KLIC UW,1.268713032,0.835953495,0.187280817,0.432759538
368,Industrials,112610 KS,ETN UN,1.268692292,0.927488886,0.116419764,0.341203406
369,Information Technology,011070 KS,APH UN,1.268666403,0.870388978,0.158624907,0.398277425
370,Consumer Discretionary,066570 KS,BC UN,1.268571296,0.884909005,0.147196753,0.383662291
371,Materials,001230 KS,CLF UN,1.26835622,0.794164097,0.22485817,0.474192123
372,Materials,005490 KS,EMN UN,1.268211551,0.705014375,0.31719106,0.563197176
373,Information Technology,011070 KS,KLAC UW,1.267682106,0.895254258,0.138702502,0.372427848
374,Financials,086790 KS,UCBI UW,1.267412383,0.791366998,0.226619209,0.476045385
375,Financials,105560 KS,TFC UN,1.267268513,0.732434852,0.286047045,0.534833661
376,Financials,105560 KS,UVSP UW,1.267061142,0.797521355,0.220467611,0.469539786
377,Information Technology,009150 KS,MRVL UW,1.266935308,0.84381495,0.179030837,0.423120358
378,Financials,105560 KS,OSBC UW,1.266725076,0.798830732,0.218925117,0.467894343
379,Information Technology,011070 KS,ANET UN,1.266619865,0.867014837,0.159684179,0.399605028
380,Financials,105560 KS,AFG UN,1.26654989,0.795184255,0.222185562,0.471365635
381,Information Technology,000660 KS,CDW UW,1.266323412,0.848162941,0.174858179,0.418160471
382,Financials,105560 KS,IBOC UW,1.266251409,0.76552184,0.250730101,0.500729569
383,Information Technology,009150 KS,COHU UW,1.266058481,0.885696746,0.144675049,0.380361735
384,Financials,139130 KS,LAZ UN,1.265856861,0.806120728,0.211357313,0.459736134
385,Information Technology,009150 KS,PTC UW,1.265812562,0.918734344,0.12046329,0.347078219
386,Information Technology,005930 KS,CIEN UN,1.265744119,0.845260696,0.176806309,0.420483423
387,Financials,055550 KS,CPF UN,1.265537932,0.805479995,0.211653306,0.460057937
388,Information Technology,000990 KS,POWI UW,1.265532658,0.927961071,0.113954576,0.337571587
389,Information Technology,005930 KS,G UN,1.265200353,0.867819985,0.157911157,0.397380368
390,Information Technology,000660 KS,QCOM UW,1.265138752,0.803136561,0.213446024,0.462002191
391,Materials,011170 KS,TSE UN,1.265017444,0.8072081,0.209589395,0.457809344
392,Information Technology,000990 KS,CDNS UW,1.265013781,0.893625172,0.137929498,0.371388608
393,Information Technology,000990 KS,LSCC UW,1.264705693,0.894295756,0.137203521,0.370409936
394,Financials,138930 KS,BLX UN,1.264539229,0.803809331,0.212272039,0.460729898
395,Materials,005490 KS,WLK UN,1.264385687,0.751535576,0.263015236,0.512850111
396,Information Technology,000990 KS,NVDA UW,1.264252254,0.92265352,0.116689695,0.341598734
397,Information Technology,000660 KS,BR UN,1.263864403,0.887008747,0.142020186,0.376855657
398,Information Technology,006400 KS,UCTT UW,1.263649636,0.880068709,0.147134327,0.383580926
399,Financials,086790 KS,MTB UN,1.26364793,0.754262057,0.259473968,0.509385873
400,Financials,086790 KS,STT UN,1.263624313,0.756103948,0.257576921,0.507520365
401,Information Technology,005930 KS,PEGA UW,1.263391748,0.807317846,0.208003404,0.456073901
402,Financials,032830 KS,BLX UN,1.262721368,0.885461591,0.14232494,0.377259778
403,Information Technology,000660 KS,PLXS UW,1.262321476,0.833153858,0.184184845,0.429167619
404,Information Technology,000660 KS,FIVN UQ,1.262315887,0.85516104,0.165775069,0.407154847
405,Materials,051910 KS,APD UN,1.262249629,0.862893334,0.159485451,0.399356296
406,Information Technology,006400 KS,V UN,1.262214877,0.894355756,0.135320333,0.367859121
407,Materials,004020 KS,CMP UN,1.2620993,0.767091034,0.245033183,0.495008265
408,Materials,011780 KS,PPG UN,1.262064163,0.846622799,0.172591527,0.415441364
409,Information Technology,009150 KS,NOVT UW,1.261604075,0.892293026,0.136390651,0.36931105
410,Materials,001230 KS,FCX UN,1.261486832,0.758449584,0.253046473,0.503037248
411,Industrials,010620 KS,FWRD UW,1.261360255,0.866567834,0.155861056,0.394792421
412,Financials,071050 KS,NTRS UW,1.261233102,0.766268263,0.244990191,0.494964839
413,Information Technology,006400 KS,AVID UW,1.261091762,0.849821552,0.169143186,0.411270211
414,Information Technology,006400 KS,MU UW,1.260684317,0.862721926,0.158374065,0.397962392
415,Information Technology,000990 KS,AAPL UW,1.260638448,0.932696591,0.107545861,0.327941857
416,Consumer Discretionary,066570 KS,APTV UN,1.260562592,0.901574962,0.128872119,0.35898763
417,Information Technology,005930 KS,ORCL UN,1.260494733,0.830792879,0.184643683,0.429701854
418,Information Technology,000660 KS,SWKS UW,1.260402095,0.785306715,0.225715619,0.475095379
419,Financials,086790 KS,EVR UN,1.260337151,0.765963896,0.244404916,0.494373255
420,Financials,139130 KS,FNB UN,1.260186688,0.750596338,0.259682324,0.50959035
421,Financials,086790 KS,MTG UN,1.259922734,0.778186532,0.232069768,0.481736201
422,Information Technology,009150 KS,CGNX UW,1.259864379,0.874557755,0.148461195,0.385306624
423,Information Technology,009150 KS,CRM UN,1.259766328,0.888029242,0.138188461,0.371737086
424,Information Technology,011070 KS,ARW UN,1.259638747,0.880626053,0.143650623,0.379012695
425,Information Technology,005930 KS,FICO UN,1.259367947,0.821571212,0.191665982,0.437796736
426,Information Technology,000660 KS,INTU UW,1.259084088,0.84614672,0.17051727,0.412937369
427,Information Technology,011070 KS,AOSL UW,1.258857233,0.870963666,0.150461419,0.387893567
428,Information Technology,006400 KS,IT UN,1.258737613,0.887342125,0.137934609,0.371395488
429,Information Technology,005930 KS,PCTY UW,1.258248867,0.845861935,0.170062981,0.412386931
430,Financials,139130 KS,BFH UN,1.258126583,0.819032495,0.192803618,0.439094088
431,Consumer Discretionary,069960 KS,EXPR UN,1.258114634,0.93831413,0.102272362,0.319800503
432,Financials,086790 KS,UMBF UW,1.258086478,0.761410014,0.24668751,0.496676464
433,Financials,055550 KS,PACW UW,1.257570736,0.760356846,0.247221652,0.49721389
434,Financials,086790 KS,IBCP UW,1.257530638,0.807568031,0.202466348,0.449962607
435,Financials,088350 KS,PRA UN,1.257440029,0.859721332,0.158180162,0.397718697
436,Industrials,112610 KS,TKR UN,1.257286236,0.913477104,0.118204719,0.343809132
437,Financials,316140 KS,FFBC UW,1.257245169,0.803004403,0.206334673,0.454240766
438,Industrials,112610 KS,RRX UN,1.257191017,0.917475345,0.115406738,0.339715672
439,Materials,005490 KS,TROX UN,1.257187765,0.762401778,0.244813173,0.494785987
440,Financials,105560 KS,SBSI UW,1.256564233,0.776540585,0.230422702,0.480023647
441,Information Technology,000990 KS,SNPS UW,1.255727358,0.90165424,0.125367772,0.354073117
442,Financials,086790 KS,WSFS UW,1.255489336,0.805311058,0.202660482,0.450178278
443,Financials,086790 KS,ESGR UW,1.255214677,0.810808095,0.19749721,0.444406582
444,Financials,105560 KS,AMNB UW,1.255106219,0.804361687,0.203170634,0.450744533
445,Information Technology,006400 KS,ROP UN,1.254733058,0.901027177,0.12510785,0.353705881
446,Materials,001230 KS,EXP UN,1.254425171,0.816755562,0.191554687,0.437669609
447,Information Technology,009150 KS,BR UN,1.253832099,0.908858748,0.119006613,0.34497335
448,Financials,175330 KS,TBBK UW,1.253793582,0.847394172,0.165160481,0.40639941
449,Financials,105560 KS,PEBO UW,1.253700496,0.79198464,0.213181532,0.461715856
450,Information Technology,009150 KS,MA UN,1.253533129,0.888214292,0.133457853,0.365318837
451,Information Technology,009150 KS,MSFT UW,1.253353642,0.862964625,0.152403584,0.390389017
452,Materials,051910 KS,SHW UN,1.253275795,0.870135453,0.146796522,0.383140342
453,Materials,005490 KS,LYB UN,1.252774321,0.714150969,0.290115115,0.538623352
454,Materials,011170 KS,DD UN,1.252718111,0.807805417,0.197947305,0.444912694
455,Materials,014680 KS,LIN UN,1.251946323,0.903631796,0.12132301,0.348314527
456,Information Technology,005930 KS,EVTC UN,1.25182787,0.830178656,0.177788059,0.421649213
457,Information Technology,000990 KS,FTNT UW,1.251803,0.915996534,0.112765982,0.335806465
458,Financials,316140 KS,HWC UW,1.251531343,0.757782737,0.243787686,0.493748606
459,Financials,086790 KS,QCRH UQ,1.251443597,0.814589497,0.190841505,0.4368541
460,Communication Services,035720 KS,LBRDK UW,1.251225936,0.833458876,0.174529317,0.41776706
461,Information Technology,006400 KS,VRNS UW,1.250981693,0.843767341,0.165823528,0.407214352
462,Materials,014680 KS,CCK UN,1.250886864,0.913023304,0.114151785,0.33786356
463,Information Technology,005930 KS,ADP UW,1.250878434,0.811988896,0.192624027,0.438889539
464,Information Technology,000660 KS,ACN UN,1.25087593,0.855274378,0.156500589,0.395601553
465,Information Technology,009150 KS,UCTT UW,1.250618773,0.862191568,0.150875694,0.388427205
466,Financials,086790 KS,TOWN UW,1.250553709,0.804192409,0.19923841,0.4463613
467,Financials,071050 KS,ALLY UN,1.250053641,0.794816354,0.207240988,0.455237287
468,Information Technology,011070 KS,ADI UW,1.249820324,0.83978791,0.168126581,0.410032414
469,Financials,086790 KS,SASR UW,1.249782566,0.752687333,0.24710367,0.497095232
470,Information Technology,005930 KS,OLED UW,1.249691607,0.823446289,0.181685071,0.426245318
471,Financials,086790 KS,BANR UW,1.249678325,0.760204372,0.239584751,0.489473953
472,Information Technology,000660 KS,OLED UW,1.249644976,0.810822559,0.192565114,0.438822417
473,Materials,051910 KS,SCCO UN,1.2492912,0.860769367,0.150949215,0.388521833
474,Information Technology,009150 KS,VRNS UW,1.249146924,0.89984469,0.122012051,0.349302235
475,Financials,316140 KS,BK UN,1.249055612,0.754245229,0.244837315,0.494810383
476,Financials,086790 KS,FBNC UW,1.24888483,0.80071907,0.200852548,0.44816576
477,Information Technology,000660 KS,VSH UN,1.248716016,0.815637842,0.187556705,0.433078174
478,Financials,024110 KS,RITM UN,1.248562018,0.866913437,0.145655639,0.381648581
479,Information Technology,000660 KS,CRM UN,1.248494493,0.851536969,0.157575276,0.396957524
480,Information Technology,000990 KS,AVGO UW,1.248241208,0.906028248,0.11710971,0.34221296
481,Financials,032830 KS,PRA UN,1.24733722,0.89681789,0.122863801,0.35051933
482,Information Technology,009150 KS,NOW UN,1.247058911,0.887553128,0.129244408,0.359505783
483,Industrials,010620 KS,CAT UN,1.247005353,0.802826737,0.197294643,0.444178616
484,Financials,316140 KS,WBS UN,1.247002619,0.760209853,0.236967197,0.486792766
485,Financials,086790 KS,NBHC UN,1.246927753,0.786742169,0.211770772,0.460185584
486,Financials,000810 KS,BFH UN,1.246924337,0.876145705,0.137476794,0.370778631
487,Financials,316140 KS,MTB UN,1.246915412,0.7556414,0.241350155,0.491274012
488,Financials,105560 KS,HTBI UW,1.246862607,0.784892189,0.213416668,0.461970419
489,Financials,105560 KS,EFSC UW,1.246808256,0.800618484,0.199085313,0.446189773
490,Financials,316140 KS,OCFC UW,1.24666072,0.792738989,0.206044937,0.453921731
491,Information Technology,009150 KS,CDW UW,1.24662015,0.861507168,0.148312009,0.385112982
492,Information Technology,009150 KS,MPWR UW,1.246211371,0.831029138,0.172376286,0.415182233
493,Financials,316140 KS,FULT UW,1.2461742,0.761770656,0.234646793,0.484403543
494,Financials,055550 KS,FNB UN,1.246075481,0.737571222,0.258576582,0.508504259
495,Information Technology,005930 KS,PLUS UW,1.246006511,0.842773927,0.162596517,0.403232584
496,Information Technology,009150 KS,TRMB UW,1.245896898,0.881636431,0.132685688,0.364260468
497,Financials,105560 KS,FULT UW,1.245529482,0.732391188,0.263310909,0.513138294
498,Information Technology,011070 KS,HPQ UN,1.245448638,0.884418176,0.130342995,0.361030463
499,Financials,175330 KS,SCHW UN,1.245430167,0.765820008,0.230025905,0.479610159
500,Information Technology,005930 KS,CSCO UW,1.24522027,0.786973058,0.209990507,0.458247212
501,Consumer Discretionary,161390 KS,GT UW,1.245209956,0.838266644,0.165602859,0.406943312
502,Information Technology,009150 KS,TDY UN,1.245044575,0.887763262,0.127649937,0.357281313
503,Consumer Discretionary,023530 KS,QRTEA UW,1.245009578,0.882700724,0.131267706,0.362308854
504,Financials,105560 KS,ESGR UW,1.244943959,0.803840152,0.194572568,0.441103807
505,Information Technology,011070 KS,POWI UW,1.244775401,0.830218331,0.171857564,0.41455707
506,Information Technology,020150 KS,NVDA UW,1.244705334,0.899011405,0.119504293,0.345693929
507,Materials,014680 KS,SHW UN,1.244683053,0.920199167,0.105289792,0.324483886
508,Consumer Discretionary,069960 KS,GIII UW,1.244407701,0.860097128,0.147694616,0.384310572
509,Materials,011780 KS,SCCO UN,1.244261106,0.861478489,0.146522532,0.382782617
510,Financials,105560 KS,ASB UN,1.244175858,0.72205374,0.272611505,0.522122117
511,Financials,105560 KS,SHBI UW,1.244161296,0.840068762,0.163290777,0.404092535
512,Materials,011790 KS,CCK UN,1.244000044,0.930381223,0.098356765,0.313618821
513,Information Technology,020150 KS,INTU UW,1.243690386,0.943524475,0.090099574,0.300165911
514,Consumer Discretionary,057050 KS,QRTEA UW,1.243499895,0.918878385,0.105379125,0.32462151
515,Information Technology,000660 KS,NVDA UW,1.243317242,0.773380997,0.220840075,0.469936245
516,Financials,086790 KS,PPBI UW,1.243195205,0.791022616,0.20446005,0.452172589
517,Industrials,010620 KS,URI UN,1.243191288,0.811527969,0.186333221,0.431663319
