ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
MRVL UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MS UN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
MSA UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
MSBI UW Equity,Financials,Banks,Banks,Regional Banks
MSCI UN Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
MSEX UW Equity,Utilities,Utilities,Water Utilities,Water Utilities
MSFT UW Equity,Information Technology,Software & Services,Software,Systems Software
MSGE UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
MSGS UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
MSI UN Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
MSM UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
MSTR UW Equity,Information Technology,Software & Services,Software,Application Software
MTB UN Equity,Financials,Banks,Banks,Regional Banks
MTCH UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
MTD UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
MTDR UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
MTG UN Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
MTH UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MTN UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
MTRN UN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MTSI UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MTTR UQ Equity,Information Technology,Software & Services,Software,Application Software
MTW UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
MTX UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
MTZ UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
MU UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MULN UR Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
MUR UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
MUSA UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
MVBF UR Equity,Financials,Banks,Banks,Regional Banks
MVIS UQ Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
MVST UW Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
MWA UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
MXCT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
MXL UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MYE UN Equity,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
MYFW UW Equity,Financials,Banks,Banks,Regional Banks
MYGN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MYPS UQ Equity,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
MYRG UW Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
NABL UN Equity,Information Technology,Software & Services,Software,Systems Software
NAPA UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
NARI UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
NAT UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
NATI UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
NATR UR Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
NAUT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
NAVI UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
NBHC UN Equity,Financials,Banks,Banks,Regional Banks
NBIX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NBN UQ Equity,Financials,Banks,Banks,Regional Banks
NBR UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
NBTB UW Equity,Financials,Banks,Banks,Regional Banks
NC UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
NCLH UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
NCNO UW Equity,Information Technology,Software & Services,Software,Application Software
NCR UN Equity,Information Technology,Software & Services,Software,Application Software
NDAQ UW Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
NDLS UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
NDSN UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
NE UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
NEE UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
NEM UN Equity,Materials,Materials,Metals & Mining,Gold
NEO UR Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
NEOG UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
NET UN Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
NETI UN Equity,Industrials,Transportation,Marine Transportation,Marine Transportation
NEU UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
NEWR UN Equity,Information Technology,Software & Services,Software,Application Software
NEX UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NEXT UR Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
NFBK UW Equity,Financials,Banks,Banks,Regional Banks
NFE UW Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
NFG UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
NFLX UW Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
NG UA Equity,Materials,Materials,Metals & Mining,Gold
NGM UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
NGMS UQ Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
NGVC UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
NGVT UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
NHC UA Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
NHI UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
NI UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
NIC UN Equity,Financials,Banks,Banks,Regional Banks
NJR UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
NKE UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
NKLA UW Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
NKTR UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
NKTX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NL UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
NLY UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
NMIH UQ Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
NMRK UW Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
NN UR Equity,Information Technology,Software & Services,Software,Application Software
NNI UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
NNN UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
NNOX UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
NOC UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
NODK UR Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
NOG UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
NOTV UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
NOV UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NOVA UN Equity,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
NOVT UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
NOW UN Equity,Information Technology,Software & Services,Software,Systems Software
NPK UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
NPO UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
NR UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NRC UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
NRDS UQ Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
NRDY UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
NREF UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
NRG UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
NRGV UN Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NRIX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NSA UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
NSC UN Equity,Industrials,Transportation,Ground Transportation,Rail Transportation
NSIT UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
NSP UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
NSSC UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
NSTG UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
NTAP UW Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
NTB UN Equity,Financials,Banks,Banks,Diversified Banks
NTCT UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
NTGR UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
NTLA UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NTNX UW Equity,Information Technology,Software & Services,Software,Application Software
NTRA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NTRS UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
NTST UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
NUE UN Equity,Materials,Materials,Metals & Mining,Steel
NUS UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
NUTX UR Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
NUVA UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
NUVB UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
NUVL UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NVAX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
NVCR UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
NVDA UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
NVEE UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
NVR UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
NVRO UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
NVST UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
NVT UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
NVTA UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
NWBI UW Equity,Financials,Banks,Banks,Regional Banks
NWE UW Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
NWL UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
NWLI UW Equity,Financials,Insurance,Insurance,Life & Health Insurance
NWN UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
NWPX UW Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
NWS UW Equity,Communication Services,Media & Entertainment,Media,Publishing
NWSA UW Equity,Communication Services,Media & Entertainment,Media,Publishing
NX UN Equity,Industrials,Capital Goods,Building Products,Building Products
NXGN UW Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
NXRT UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
NXST UW Equity,Communication Services,Media & Entertainment,Media,Broadcasting
NXT UW Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
NYCB UN Equity,Financials,Banks,Banks,Regional Banks
NYMT UW Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
NYT UN Equity,Communication Services,Media & Entertainment,Media,Publishing
O UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
OABI UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
OB UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
OBK UN Equity,Financials,Banks,Banks,Regional Banks
OC UN Equity,Industrials,Capital Goods,Building Products,Building Products
