ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
JBI UN Equity,Industrials,Capital Goods,Building Products,Building Products
JBL UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
JBLU UW Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
JBSS UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
JBT UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
JCI UN Equity,Industrials,Capital Goods,Building Products,Building Products
JEF UN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
JELD UN Equity,Industrials,Capital Goods,Building Products,Building Products
JHG UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
JJSF UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
JKHY UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
JLL UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
JMSB UR Equity,Financials,Banks,Banks,Regional Banks
JNJ UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
JNPR UN Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
JOAN UQ Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
JOBY UN Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
JOE UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Diversified Real Estate Activi
JOUT UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
JPM UN Equity,Financials,Banks,Banks,Diversified Banks
JRVR UW Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
JWN UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
JXN UN Equity,Financials,Financial Services,Financial Services,Diversified Financial Services
JYNT UR Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
K UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KAI UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
KALU UW Equity,Materials,Materials,Metals & Mining,Aluminum
KALV UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KAMN UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
KAR UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
KBH UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
KBR UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
KD UN Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
KDNY UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KDP UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
KE UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
KELYA UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KEX UN Equity,Industrials,Transportation,Marine Transportation,Marine Transportation
KEY UN Equity,Financials,Banks,Banks,Diversified Banks
KEYS UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
KFRC UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KFY UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KHC UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KIDS UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
KIM UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
KKR UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
KLAC UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
KLIC UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
KLR UN Equity,Information Technology,Software & Services,Software,Application Software
KMB UN Equity,Consumer Staples,Household & Personal Products,Household Products,Household Products
KMI UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
KMPR UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
KMT UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
KMX UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
KN UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
KNF UN Equity,Materials,Materials,Construction Materials,Construction Materials
KNSA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KNSL UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
KNTE UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KNTK UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
KNX UN Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
KO UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
KOD UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KODK UN Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
KOP UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
KORE UN Equity,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
KOS UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
KPTI UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KR UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
KRC UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
KREF UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
KRG UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
KRNY UW Equity,Financials,Banks,Banks,Regional Banks
KRO UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
KRON UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KROS UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KRT UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
KRTX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KRUS UQ Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
KRYS UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KSS UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
KTB UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
KTOS UW Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
KURA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KW UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
KWR UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
KYMR UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KZR UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
L UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
LAD UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
LADR UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
LAMR UW Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
LANC UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LAND UQ Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
LASR UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
LAUR UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LAW UN Equity,Information Technology,Software & Services,Software,Application Software
LAZ UN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
LAZR UW Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
LBAI UW Equity,Financials,Banks,Banks,Regional Banks
LBC UW Equity,Financials,Banks,Banks,Regional Banks
LBRDA UW Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
LBRDK UW Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
LBRT UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
LC UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
LCID UW Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
LCII UN Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
LCUT UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
LDOS UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
LE UR Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
LEA UN Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
LECO UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
LEG UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LEGH UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEN UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEN/B UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LESL UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
LEU UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
LFCR UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LFLY UR Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
LFST UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LFUS UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
LGF/A UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LGF/B UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LGIH UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LGND UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LHX UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LICY UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
LIDR UR Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
LII UN Equity,Industrials,Capital Goods,Building Products,Building Products
LILA UW Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
LILAK UW Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
LIN UN Equity,Materials,Materials,Chemicals,Industrial Gases
LIND UR Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
LITE UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
LIVN UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LKFN UW Equity,Financials,Banks,Banks,Regional Banks
LKQ UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors
LL UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
LLAP UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LLY UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LMAT UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LMND UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
LMT UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LNC UN Equity,Financials,Insurance,Insurance,Life & Health Insurance
LNG UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
LNN UN Equity,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
LNT UW Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
LNTH UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
LNW UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
LOB UN Equity,Financials,Banks,Banks,Regional Banks
LOCL UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
LOCO UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
LOPE UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LOVE UQ Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LOW UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
LPG UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
LPLA UW Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
LPRO UQ Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
LPSN UW Equity,Information Technology,Software & Services,Software,Application Software
LPX UN Equity,Materials,Materials,Paper & Forest Products,Forest Products
LQDA UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LQDT UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
LRCX UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
LRN UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LSCC UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
LSEA UR Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LSI UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
LSTR UW Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
LSXMA UW Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
LSXMK UW Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
LTC UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
LTCH UW Equity,Information Technology,Software & Services,Software,Application Software
LTH UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
LTHM UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
LULU UW Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
LUMN UN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
LUNG UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LUV UN Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
LVLU UQ Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
LVOX UW Equity,Information Technology,Software & Services,Software,Application Software
LVS UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
LW UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LWLG UR Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
LXFR UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
LXP UN Equity,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
LXRX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LXU UN Equity,Materials,Materials,Chemicals,Diversified Chemicals
LYB UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
LYEL UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LYFT UW Equity,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
LYV UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LZ UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
LZB UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
M UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
MA UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
MAA UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
MAC UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
MAN UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
MANH UW Equity,Information Technology,Software & Services,Software,Application Software
MAPS UW Equity,Information Technology,Software & Services,Software,Application Software
MAR UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MARA UR Equity,Information Technology,Software & Services,Software,Application Software
MAS UN Equity,Industrials,Capital Goods,Building Products,Building Products
MASI UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
MASS UQ Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
MAT UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MATV UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
MATW UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
MATX UN Equity,Industrials,Transportation,Marine Transportation,Marine Transportation
MAX UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
MBC UN Equity,Industrials,Capital Goods,Building Products,Building Products
MBI UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
MBIN UR Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
MBUU UQ Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MBWM UW Equity,Financials,Banks,Banks,Regional Banks
MC UN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
MCB UN Equity,Financials,Banks,Banks,Regional Banks
MCBC UW Equity,Financials,Banks,Banks,Regional Banks
MCBS UW Equity,Financials,Banks,Banks,Regional Banks
MCD UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
MCFT UQ Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MCHP UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MCK UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
MCO UN Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
MCRB UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MCRI UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
MCS UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
MCW UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
MCY UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
MD UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
MDB UQ Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
MDC UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MDGL UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MDLZ UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
MDRX UW Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
MDT UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
MDU UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
MDXG UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ME UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
MED UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
MEDP UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
MEG UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
MEI UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
MET UN Equity,Financials,Insurance,Insurance,Life & Health Insurance
META UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
METC UW Equity,Materials,Materials,Metals & Mining,Steel
MFA UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
MGEE UW Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
MGM UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
MGNI UW Equity,Communication Services,Media & Entertainment,Media,Advertising
MGNX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MGPI UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
MGRC UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
MGTX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MGY UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
MHK UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
MHO UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MIDD UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
MIR UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
MIRM UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MITK UR Equity,Information Technology,Software & Services,Software,Application Software
MKC UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
MKFG UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
MKL UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
MKSI UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
MKTW UQ Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
MKTX UW Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
ML UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
MLAB UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
MLI UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
MLKN UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
MLM UN Equity,Materials,Materials,Construction Materials,Construction Materials
MLNK UN Equity,Information Technology,Software & Services,Software,Application Software
MLR UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
MLYS UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MMC UN Equity,Financials,Insurance,Insurance,Insurance Brokers
MMI UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
MMM UN Equity,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
MMS UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
MMSI UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
MNKD UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MNRO UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
MNST UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
MNTK UR Equity,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
MNTS UW Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MO UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
MOD UN Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
MODG UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MODN UN Equity,Information Technology,Software & Services,Software,Application Software
MODV UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
MOFG UW Equity,Financials,Banks,Banks,Regional Banks
MOG/A UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MOH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
MORF UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MORN UW Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
MOS UN Equity,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
MOV UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
MP UN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MPAA UW Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
MPB UQ Equity,Financials,Banks,Banks,Regional Banks
MPC UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
MPLN UN Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
MPW UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
MPWR UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MPX UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MQ UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
MRC UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
MRCY UW Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MRK UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
MRNA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MRO UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
MRSN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MRTN UW Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
MRTX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MRVI UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
